ICN,Incident_Date,Date_Stamp,Subject,Country,ISO-3166-2,City,Geocode,Geocode_Anchor,Incident_Group_Type,Summary,Related_Term,Incident_Victims_Dead,Incident_Victims_Hostaged,Incident_Victims_Wounded,Incident_Included_Victims,Weapon,Event_Type,Geocode_Has_Value,Province_State,Assassination,IED,Incident_Day,Incident_Month,Month_Number,Incident_Year
201000242,20-Jan-10,2010-01-20,"4 civilians wounded in VBIED attack by ISI in Balad Ruz, Diyala, Iraq",Iraq,IQ,Balad Ruz,"33.700001,45.183334","Ruz, Diyala, Iraq,",Islamic Extremist (Sunni),"On 20 January 2010, in Balad Ruz, Diyala, Iraq, assailants detonated a vehicle-borne improvised explosive device (VBIED) inside a bicycle repair shop, wounding four civilians and damaging the shop.  A bicycle was used as the VBIED.  The Islamic State of Iraq (ISI) claimed responsibility.","Balad Ruz, bicycle, Diyala, Islamic State, repair, repair shop, shop",0,0,4,Yes,"IED, Vehicle bomb",Bombing,Yes,Diyala,No,Yes,24,Feb,1,2010
201008302,14-Apr-10,2010-04-14,"5 paramilitary members, 2 police officers wounded in double IED attack by AI in Al Huwayjah, At Ta'mim, Iraq",Iraq,IQ,Al Huwayjah,"35.326668,43.776112","Al Huwayjah, At-Ta'mim, Iraq,",Islamic Extremist (Sunni),"On 14 April 2010, in Al Huwayjah, At Ta'mim, Iraq, assailants detonated an improvised explosive device (IED), wounding five Sahwa Council members.  As police and first responders arrived, another IED exploded, wounding two police officers.  Ansar al-Islam (AI) claimed responsibility.","Ansar, April, Islam, member, police, responders, Sahwa Council",0,0,7,Yes,"Explosive, IED",Bombing,Yes,At Ta'mim (Historical),No,Yes,9,Jan,4,2010
201015368,13-Sep-10,2010-09-13,"1 police officer killed, 2 civilians wounded in IED attack in Al Amiriyah, Al Anbar, Iraq",Iraq,IQ,Al Amiriyah,"33.162464,43.930664","Nahiyat al `Amiriyah, Al-Anbar, Iraq,",Islamic Extremist (Sunni),"On 13 September 2010, at dawn, in Al Amiriyah, Al Anbar, Iraq, assailants detonated an improvised explosive device (IED) in the home of a police officer, killing the police officer, wounding two civilian family members, and damaging the residence.  No group claimed responsibility.","Al Amiriyah, Al Anbar, civilian family, civilian family members, dawn, family, family members, police officers",1,0,2,Yes,"Explosive, IED",Bombing,Yes,Al Anbar,No,Yes,8,Aug,9,2010
201011295,14-Jun-10,2010-06-14,"2 police officers killed, 4 others wounded in IED attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Unknown,"On 14 June 2010, in the Rashid district of Baghdad, Iraq, assailants detonated an improvised explosive device (IED) near a mobile police patrol in the southern Durah neighborhood, killing two police officers, wounding four others, and damaging one police vehicle.  No group claimed responsibility.","Durah, mobile police, mobile police patrol, neighborhood, patrol, police, police patrol, police vehicle, Rashid",2,0,4,Yes,"Explosive, IED",Bombing,Yes,Baghdad,No,Yes,7,Mar,6,2010
201009625,21-May-10,2010-05-21,"4 police officers wounded in IED attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Unknown,"On 21 May 2010, in the morning, in the Al Karkh district of Baghdad, Baghdad, Iraq, assailants detonated an improvised explosive device (IED) placed in an abandoned restaurant near a police checkpoint in the central Al Ju'ayfir neighborhood, wounding four police officers and damaging the checkpoint and the restaurant.  No group claimed responsibility.","Al Karkh, Baghdad, checkpoint, morning, neighborhood, police, police checkpoint, restaurant",0,0,4,Yes,"Explosive, IED",Bombing,Yes,Baghdad,No,Yes,5,Apr,5,2010
201014400,14-Aug-10,2010-08-14,"1 police officer killed, 2 others wounded in IED attack in Tikrit, Salah ad Din, Iraq",Iraq,IQ,Tikrit,"34.607124,43.678223","Tikrit, Salah ad-Din, Iraq,",Unknown,"On 14 August 2010, in Tikrit, Salah ad Din, Iraq, assailants detonated a magnetic improvised explosive device (IED) attached to a police officer's civilian vehicle, killing one police officer, wounding two others, and damaging the vehicle.  No group claimed responsibility.","civilian vehicle, officers, police, police officers, Salah, Tikrit, vehicle",1,0,2,Yes,"Explosive, IED",Bombing,Yes,Salah ad Din,No,Yes,13,Jun,8,2010
201008420,28-Apr-10,2010-04-28,"5 civilians killed, 12 others, 5 police officers wounded in VBIED attacks in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Unknown,"On 28 April 2010, in the Rashid district of Baghdad, Iraq, assailants near-simultaneously detonated two vehicle-borne improvised explosive devices (VBIED) at two different police checkpoints in the southern Abu Dishir neighborhood, killing five civilians, wounding 12 others and five police officers, and damaging both checkpoints, several buildings, and several shops.  No group claimed responsibility.","Abu Dishir, April, building, checkpoint, different police, neighborhood, police, police checkpoint, Rashid, shop",5,0,17,Yes,"IED, Vehicle bomb",Bombing,Yes,Baghdad,No,Yes,24,Dec,4,2009
201012692,26-Jul-10,2010-07-26,"49 civilians, 1 soldier killed, 18 civilians, 6 police officers wounded in double VBIED attack in Karbala', Karbala', Iraq",Iraq,IQ,Karbala',"32.611439,44.008472","Karbala', Karbala', Iraq,",Unknown,"On 26 July 2010, in southern Karbala', Karbala', Iraq, assailants detonated two vehicle-borne improvised explosive devices (VBIED) near a checkpoint targeting a Shia pilgrimage, killing 49 pilgrims and one soldier, wounding 18 pilgrims and six police officers, and damaging the checkpoint.  No group claimed responsibility.","checkpoint, July, Karbala, pilgrimage, pilgrims, Shia, soldiers, targeting",50,0,24,Yes,"IED, Vehicle bomb",Bombing,Yes,Karbala',No,Yes,22,Dec,7,2009
201009944,13-May-10,2010-05-13,"2 civilians killed in armed attack by suspected ISI in Adhaim, Diyala, Iraq",Iraq,IQ,Adhaim,"34.000000,45.000000","Diyal?, Diyala, Iraq,",Islamic Extremist (Sunni),"On 13 May 2010, in Adhaim, Diyala, Iraq, armed assailants established a fake security checkpoint then fired upon and killed two civilian brothers.  No group claimed responsibility, although it was believed the Islamic State of Iraq (ISI) was responsible.","Adhaim, brother, civilian brothers, fake security, fake security checkpoint, Islamic State, security checkpoint",2,0,0,Yes,Firearm,"Armed Attack, Barricade/Hostage",Yes,Diyala,No,No,15,Aug,5,2010
201007410,4-Apr-10,2010-04-04,"3 civilians, 1 police officer wounded in IED attack in Al Yusufiyah, Babil, Iraq",Iraq,IQ,Al Yusufiyah,"33.083889,44.256111","Al Yusufiyah, Babil, Iraq,",Unknown,"On 4 April 2010, in Al Yusufiyah, Babil, Iraq, assailants detonated a roadside improvised explosive device (IED) near a mobile police patrol, wounding three civilians and one police officer and damaging a police vehicle.  No group claimed responsibility.","Al Yusufiyah, April, Babil, mobile police, mobile police patrol, patrol, police, police patrol, police vehicle, roadside",0,0,4,Yes,"Explosive, IED",Bombing,Yes,Babil,No,Yes,24,Mar,4,2010
201008434,16-Apr-10,2010-04-16,"1 civilian killed, 1 other, 1 tribal leader wounded in grenade attack in Al Basrah, Al Basrah, Iraq",Iraq,IQ,Al Basrah,"30.534883,47.788845","Al Basrah, Al-Basrah, Iraq,",Unknown,"On 16 April 2010, at about 11:00 PM, in Al Basrah, Al Basrah, Iraq, assailants threw a grenade into the home of the Tribal Support Council head commander, killing one civilian, wounding one other and one tribal leader, and damaging the residence.  No group claimed responsibility.","Al Basrah, command, head, leader, tribal leader",1,0,2,Yes,Grenade,Armed Attack,Yes,Al Basrah,No,No,9,Feb,4,2010
201013311,3-Aug-10,2010-08-03,"1 police officer wounded in armed attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Islamic Extremist (Sunni),"On 3 August 2010, in the Mansur district of Baghdad, Iraq, armed assailants fired upon a police checkpoint in the northwestern Ghazaliyah neighborhood, wounding one police officer and damaging one police checkpoint.  No group claimed responsibility.","checkpoint, Ghazaliyah, Mansur, neighborhood, police, police checkpoint",0,0,1,Yes,Firearm,Armed Attack,Yes,Baghdad,No,No,24,Jun,8,2010
201012495,20-Jul-10,2010-07-20,"2 residences damaged in rocket attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Unknown,"On 20 July 2010, in the morning, in the Al Karkh district of Baghdad, Iraq, assailants fired two rockets into a central International (Green) Zone neighborhood, damaging two residences but causing no injuries.  No group claimed responsibility.","Al Karkh, Green, morning, neighborhood, residence, rockets",0,0,0,Yes,Missile/Rocket,Armed Attack,Yes,Baghdad,No,No,29,May,7,2010
201010648,9-Jun-10,2010-06-09,"2 police officers wounded in IED attack near Samarra', Salah ad Din, Iraq",Iraq,IQ,Samarra',"34.200962,43.875614","Samarra', Salah ad-Din, Iraq,",Unknown,"On 9 June 2010, near Samarra', Salah ad Din, Iraq, assailants detonated a roadside improvised explosive device (IED) near the vehicle of a senior police officer, wounding two police officers and damaging one vehicle.  No group claimed responsibility.","officers, police officers, Salah, Samarra, senior police, senior police officer, vehicle",0,0,2,Yes,"Explosive, IED",Bombing,Yes,Salah ad Din,No,Yes,28,Mar,6,2010
201005770,17-Feb-10,2010-02-17,"1 bodyguard wounded in armed attack in Maysan, Iraq",Iraq,IQ,None,"31.900000,47.099998","Maysan, Iraq,",Unknown,"On 17 February 2010, in Maysan, Iraq, armed assailants fired upon the vehicle of an Ahrar Party candidate, wounding one private security guard and damaging the vehicle.  No group claimed responsibility.","candidate, Maysan, private security, private security guards, security guards",0,0,1,Yes,Firearm,Armed Attack,Yes,Maysan,No,No,9,Feb,2,2010
201015138,9-Sep-10,2010-09-09,"1 police officer killed in armed attack in Abu Ghurayb, Al Anbar, Iraq",Iraq,IQ,Abu Ghurayb,"33.308334,44.185001","Abu Ghurayb, Al-Anbar, Iraq,",Islamic Extremist (Sunni),"On 9 September 2010, in Abu Ghurayb, Al Anbar, Iraq, armed assailants stormed the residence of a police officer and fired upon an occupant, killing the police officer and damaging his home.  No group claimed responsibility.","Abu Ghurayb, Al Anbar, occupants, police officers",1,0,0,Yes,Firearm,Armed Attack,Yes,Al Anbar,No,No,12,May,9,2010
201014843,19-Sep-10,2010-09-19,"3 civilians wounded in mortar attack by AAH in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Islamic Extremist (Shia),"On 19 September 2010, in Baghdad, Iraq, assailants fired a mortar targeting the central International (Green) Zone neighborhood in the Al Karkh district but instead hit the neighboring central Babil neighborhood of Karradah district, wounding three businessmen and damaging an investment company.  Asa'ib Ahl al-Haqq/Islamic Shiite Resistance (AAH) claimed responsibility.","Al Karkh, businessmen, Green, investment, Islamic Shiite Resistance, Karradah, neighborhood",0,0,3,Yes,Mortar/Artillery,Armed Attack,Yes,Baghdad,No,No,31,Mar,9,2010
201015131,8-Sep-10,2010-09-08,"1 soldier, 2 people killed, 4 soldiers, 6 people wounded in suicide VBIED attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Unknown,"On or about 8 September 2010, in Baghdad, Iraq, a suicide bomber detonated a vehicle-borne improvised explosive device (VBIED) near a military convoy, killing one Iraqi soldier and two people, wounding four soldiers and six people, and damaging at least one military vehicle.  No group claimed responsibility.","Iraqi, military convoy, military vehicle, People, soldiers",3,0,10,Yes,"IED, Vehicle bomb","Bombing, Suicide",Yes,Baghdad,No,Yes,27,Dec,9,2009
201007419,4-Apr-10,2010-04-04,"International (Green) Zone targeted in mortar attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Unknown,"On 4 April 2010, in the morning, in the Al Karkh district of Baghdad, Iraq, assailants fired two mortar rounds at the International (Green) Zone, causing no injuries or damage.  No group claimed responsibility.","Al Karkh, April, Green, morning, mortar, mortar rounds, rounds",0,0,0,Yes,Mortar/Artillery,Armed Attack,Yes,Baghdad,No,No,24,Aug,4,2010
201011349,27-Jun-10,2010-06-27,"1 government official kidnapped and killed in Al Basrah, Al Basrah, Iraq",Iraq,IQ,Al Basrah,"30.534883,47.788845","Al Basrah, Al-Basrah, Iraq,",Unknown,"On 27 June 2010, in Al Basrah, Al Basrah, Iraq, assailants kidnapped a government official in front of his home and later attacked and killed him by unknown means.  No group claimed responsibility.","Al Basrah, government official, means, official, unknown means",1,0,0,Yes,Unknown,"Kidnapping, Unknown",Yes,Al Basrah,No,No,13,Mar,6,2010
201014001,25-Aug-10,2010-08-25,"3 civilians killed, 10 civilians, 5 police officers, several children wounded in VBIED attack by ISI in Al Miqdadiyah, Diyala, Iraq",Iraq,IQ,Al Miqdadiyah,"33.878227,44.958206","Al Miqdadiyah, Diyala, Iraq,",Islamic Extremist (Sunni),"On 25 August 2010, at about 10:00 AM, in Al Miqdadiyah, Diyala, Iraq, assailants detonated a vehicle-borne improvised explosive device (VBIED) targeting a military officer near a municipal council building, killing three civilians; wounding 10 civilians, five police officers, and several children; and damaging the government building.  The Islamic State of Iraq (ISI) claimed responsibility.","building, children, council, council building, government building, Islamic State, military officer, municipal council, municipal council building",3,0,18,Yes,"IED, Vehicle bomb",Bombing,Yes,Diyala,No,Yes,8,Aug,8,2010
201007649,7-Apr-10,2010-04-07,"1 civilian killed in armed attack in Mosul, Ninawa, Iraq",Iraq,IQ,Mosul,"36.400002,43.200001","Muhafazat Ninawa, Ninawa, Iraq,",Unknown,"On 7 April 2010, at about noon, in the Al Islah az Zira'i district of western Mosul, Ninawa, Iraq, assailants fired upon and killed a civilian from Tall 'Afar.  No group claimed responsibility.","Al Islah, i district, Mosul, Ninawa, noon, Zira",1,0,0,Yes,Firearm,Armed Attack,Yes,Ninawa,No,No,15,Feb,4,2010
201014641,16-Sep-10,2010-09-16,"3 paramilitary members killed, 6 others wounded in suicide IED attack in Samarra', Salah ad Din, Iraq",Iraq,IQ,Samarra',"34.200962,43.875614","Samarra', Salah ad-Din, Iraq,",Islamic Extremist (Sunni),"On 16 September 2010, in central Samarra', Salah ad Din, Iraq, a suicide bomber detonated an improvised explosive device (IED) inside a Sahwa Council headquarters, killing three Sahwa Council members, wounding six others, and damaging the headquarters.  No group claimed responsibility.","bomber, headquarters, Sahwa Council, Salah, Samarra, suicide, suicide bomber",3,0,6,Yes,"Explosive, IED","Bombing, Suicide",Yes,Salah ad Din,No,Yes,17,May,9,2010
200911926,26-Dec-09,2009-12-26,"1 paramilitary member killed in IED attack in Al Fallujah, Al Anbar, Iraq",Iraq,IQ,Al Fallujah,"33.353794,43.779511","Al Fallujah, Al-Anbar, Iraq,",Islamic Extremist (Sunni),"On 26 December 2009, at about 6:00 AM, in Al Fallujah, Al Anbar, Iraq, assailants detonated an improvised explosive device (IED) stuck to the gate of a residence, killing one Facilities Protection Services (FPS) member and damaging the residence.  No group claimed responsibility.","Al Anbar, Al Fallujah, Facilities Protection Service, gate, member, residence",1,0,0,Yes,"Explosive, IED",Bombing,Yes,Al Anbar,No,Yes,10,Feb,12,2010
200911718,24-Dec-09,2009-12-24,"Local government official targeted in IED attack in Mosul, Ninawa, Iraq",Iraq,IQ,Mosul,"36.400002,43.200001","Muhafazat Ninawa, Ninawa, Iraq,",Islamic Extremist (Sunni),"On 24 December 2009, in Mosul, Ninawa, Iraq, assailants detonated a roadside improvised explosive device (IED) targeting the motorcade of the mayor, causing no injuries or damage.  No group claimed responsibility.","December, mayor, Mosul, motorcade, Ninawa, roadside, targeting",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Ninawa,No,Yes,22,Aug,12,2010
201000798,13-Feb-10,2010-02-13,"1 police officer wounded in IED attack by ISI in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Islamic Extremist (Sunni),"On 13 February 2010, in the morning, in the Al Karkh district of Baghdad, Iraq, assailants detonated a magnetic improvised explosive device (IED) attached to an Interior Ministry Criminal Intelligence Unit vehicle on Hayfa Street, wounding a police officer and damaging the vehicle.  The Islamic State of Iraq (ISI) claimed responsibility.","Al Karkh, February, Hayfa Street, Interior Ministry, Islamic State, morning, vehicle",0,0,1,Yes,"Explosive, IED",Bombing,Yes,Baghdad,No,Yes,29,Sep,2,2010
201005776,17-Feb-10,2010-02-17,"1 playground damaged in rocket attack in Kirkuk, At Ta'mim, Iraq",Iraq,IQ,Kirkuk,"35.468056,44.392223","Kirkuk, At-Ta'mim, Iraq,",Unknown,"On 17 February 2010, in Kirkuk, At Ta'mim, Iraq, assailants fired one rocket which landed on a playground, damaging the playground but causing no injuries.  No group claimed responsibility.","February, Kirkuk, playground, rockets",0,0,0,No,Missile/Rocket,Armed Attack,Yes,At Ta'mim (Historical),No,No,7,Jan,2,2010
201009561,20-May-10,2010-05-20,"7 civilians wounded in VBIED attack in Al Hillah, Babil, Iraq",Iraq,IQ,Al Hillah,"32.480145,44.435257","Al Hillah, Babil, Iraq,",Islamic Extremist (Sunni),"On 20 May 2010, in Al Hillah, Babil, Iraq, assailants detonated a vehicle-borne improvised explosive device (VBIED) near a Shia mosque, wounding seven civilians.  No group claimed responsibility.","Al Hillah, Babil, mosque, Shia, vehicle",0,0,7,Yes,"IED, Vehicle bomb",Bombing,Yes,Babil,No,Yes,12,Aug,5,2010
201005834,19-Feb-10,2010-02-19,"1 civilian wounded in IED attack in Ar Riyad, At Ta'mim, Iraq",Iraq,IQ,Ar Riyad,"35.275723,43.902519","Ar Riyad, At-Ta'mim, Iraq,",Unknown,"On 19 February 2010, in Ar Riyad, At Ta'mim, Iraq, assailants detonated a roadside improvised explosive device (IED) near a passing motorcycle, wounding one civilian and damaging the motorcycle.  No group claimed responsibility.","Ar Riyad, February, motorcycle, roadside",0,0,1,Yes,"Explosive, IED",Bombing,Yes,At Ta'mim (Historical),No,Yes,7,Jun,2,2010
201007663,8-Apr-10,2010-04-08,"1 police official killed in armed attack by ISI in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Islamic Extremist (Sunni),"On 8 April 2010, in the night, in the Mansur district of Baghdad, Iraq, assailants fired upon and killed the Interior Ministry officer in charge of training in front of his house in the northwestern Ghazaliyah neighborhood.  The Islamic State of Iraq (ISI) claimed responsibility.","charges, Ghazaliyah, house, Interior Ministry, Islamic State, Mansur, night, train",1,0,0,Yes,Firearm,Armed Attack,Yes,Baghdad,No,No,26,Apr,4,2010
200911789,24-Dec-09,2009-12-24,"9 people killed, 33 others wounded in IED attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Unknown,"On 24 December 2009, at about 5:00 PM, in the Sadr City district of Baghdad, Iraq, assailants detonated an improvised explosive device (IED) near a funeral gathering, killing between five and nine people and wounding between 22 and 33 others.  No group claimed responsibility.","December, funeral, funeral gathering, gathering, People, Sadr City",9,0,33,Yes,"Explosive, IED",Bombing,Yes,Baghdad,No,Yes,6,Jun,12,2010
201012525,7-Jul-10,2010-07-07,"1 civilian killed in armed attack in Mosul, Ninawa, Iraq",Iraq,IQ,Mosul,"36.400002,43.200001","Muhafazat Ninawa, Ninawa, Iraq,",Unknown,"On 7 July 2010, in the afternoon, in Mosul, Ninawa, Iraq, armed assailants fired upon and killed one civilian.  No group claimed responsibility.","afternoon, July, Mosul, Ninawa",1,0,0,Yes,Firearm,Armed Attack,Yes,Ninawa,No,No,7,May,7,2010
201015401,29-Sep-10,2010-09-29,"4 police officers wounded in grenade attack in Samarra', Salah ad Din, Iraq",Iraq,IQ,Samarra',"34.200962,43.875614","Samarra', Salah ad-Din, Iraq,",Unknown,"On 29 September 2010, in Samarra', Salah ad Din, Iraq, assailants threw two hand grenades targeting police forces, wounding four police officers.  No group claimed responsibility.","hand, hand grenade, police force, Salah, Samarra, targeting police",0,0,4,Yes,Grenade,Armed Attack,Yes,Salah ad Din,No,No,23,Jun,9,2010
201012323,6-Jul-10,2010-07-06,"1 vehicle damaged in armed attack in Dijlah, Salah ad Din, Iraq",Iraq,IQ,Dijlah,"34.369141,43.758152","Nahiyat Dijlah, Salah ad-Din, Iraq,",Unknown,"On 6 July 2010, in Dijlah, Salah ad Din, Iraq, armed assailants fired upon the motorcade of a Member of Parliament (MP), damaging at least one vehicle but causing no injuries.  No group claimed responsibility.","Dijlah, July, member, motorcade, Parliament, Salah",0,0,0,Yes,Firearm,Armed Attack,Yes,Salah ad Din,No,No,23,Sep,7,2010
201000276,23-Jan-10,2010-01-23,"1 civilian killed in armed attack in Mosul, Ninawa, Iraq",Iraq,IQ,Mosul,"36.400002,43.200001","Muhafazat Ninawa, Ninawa, Iraq,",Unknown,"On 23 January 2010, in Mosul, Ninawa, Iraq, armed assailants fired upon and killed one civilian.  No group claimed responsibility.","January, Mosul, Ninawa",1,0,0,Yes,Firearm,Armed Attack,Yes,Ninawa,No,No,22,Aug,1,2010
201006339,7-Mar-10,2010-03-07,"1 civilian killed in IED attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Unknown,"On 7 March 2010, in the 'Azamiyah district of Baghdad, Iraq, assailants detonated an improvised explosive device (IED) in the northern Al Kuray'at neighborhood, killing one civilian.  No group claimed responsibility.","Baghdad, district, March, neighborhood",1,0,0,Yes,"Explosive, IED",Bombing,Yes,Baghdad,No,Yes,15,Apr,3,2010
201014011,8-Aug-10,2010-08-08,"3 police officers wounded in double IED attack in Mosul, Ninawa, Iraq",Iraq,IQ,Mosul,"36.400002,43.200001","Muhafazat Ninawa, Ninawa, Iraq,",Islamic Extremist (Sunni),"On 8 August 2010, in Mosul, Ninawa, Iraq, assailants detonated a roadside improvised explosive device (IED) near the motorcade of the provincial governor, damaging at least one vehicle.  Minutes later, another IED exploded nearby, wounding two or three police officers.  No group claimed responsibility.","August, governor, minutes, Mosul, motorcade, Ninawa, provincial governor, roadside",0,0,3,Yes,"Explosive, IED",Bombing,Yes,Ninawa,No,Yes,30,Apr,8,2010
201000778,11-Feb-10,2010-02-11,"2 civilians wounded in IED attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Unknown,"On 11 February 2010, in the Rashid district of Baghdad, Iraq, a roadside improvised explosive device (IED) exploded in the southwestern Madinat al Bayaa' neighborhood, wounding two civilians.  No group claimed responsibility.","Bayaa, February, Madinat, neighborhood, Rashid, roadside",0,0,2,Yes,"Explosive, IED",Bombing,Yes,Baghdad,No,Yes,9,Feb,2,2010
201007346,3-Apr-10,2010-04-03,"1 police officer, 1 civilian wounded in IED attack in Kirkuk, At Ta'mim, Iraq",Iraq,IQ,Kirkuk,"35.468056,44.392223","Kirkuk, At-Ta'mim, Iraq,",Unknown,"On 3 April 2010, in the Khad'ra district of central Kirkuk, At Ta'mim, Iraq, assailants detonated a roadside improvised explosive device (IED) near a mobile police patrol, wounding one police officer and one civilian bystander and damaging a police vehicle.  No group claimed responsibility.","bystanders, civilian bystanders, Khad, Kirkuk, mobile police, mobile police patrol, police, police vehicle, ra district",0,0,2,Yes,"Explosive, IED",Bombing,Yes,At Ta'mim (Historical),No,Yes,14,Mar,4,2010
201010789,19-Jun-10,2010-06-19,"2 civilians killed, 10 police officers, 10 civilians wounded in triple IED attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Islamic Extremist (Sunni),"On 19 June 2010, at 11:00 PM, in the Al Kazimiyah district of Baghdad, Iraq, assailants detonated three improvised explosive devices (IED) minutes apart in the northwestern Madinat al Hurriyah neighborhood, killing two civilians, wounding 10 police officers and 10 civilians, and damaging several nearby shops.  No group claimed responsibility.","Al Kazimiyah, civilians, June, Madinat, minutes, nearby shops, neighborhood, shop",2,0,20,Yes,"Explosive, IED",Bombing,Yes,Baghdad,No,Yes,8,Aug,6,2010
201009119,6-May-10,2010-05-06,"1 police officer, 1 civilian wounded in grenade attack in Kirkuk, At Ta'mim, Iraq",Iraq,IQ,Kirkuk,"35.468056,44.392223","Kirkuk, At-Ta'mim, Iraq,",Unknown,"On 6 May 2010, in the morning, in Kirkuk, At Ta'mim, Iraq, assailants threw a hand grenade at police officers protecting the chief of police, wounding one police officer and one civilian.  No group claimed responsibility.","chief, hand, hand grenade, Kirkuk, police, police officers",0,0,2,Yes,Grenade,Armed Attack,Yes,At Ta'mim (Historical),No,No,15,May,5,2010
201009381,7-May-10,2010-05-07,"3 paramilitary members killed, 4 others wounded in armed attack in Rashid Muhammad, At Ta'mim, Iraq",Iraq,IQ,Rashid Muhammad,"35.079327,43.665878","Rashid Muhammad, At-Ta'mim, Iraq,",Islamic Extremist (Sunni),"On 7 May 2010, in Rashid Muhammad, At Ta'mim, Iraq, armed assailants fired upon a Sahwa Council checkpoint, killing three Sahwa Council members, wounding four others, and damaging the checkpoint.  No group claimed responsibility.","checkpoint, member, Rashid Muhammad, Sahwa Council",3,0,4,Yes,Firearm,Armed Attack,Yes,At Ta'mim (Historical),No,No,23,Feb,5,2010
201000011,2-Jan-10,2010-01-02,"Police officers targeted in grenade attack in Mosul, Ninawa, Iraq",Iraq,IQ,Mosul,"36.400002,43.200001","Muhafazat Ninawa, Ninawa, Iraq,",Unknown,"On 2 January 2010, in the Ash Shurta district of northern Mosul, Ninawa, Iraq, assailants threw a hand grenade at a police patrol, causing no injuries or damage.  No group claimed responsibility.","Ash Shurta, grenade, hand, hand grenade, Mosul, Ninawa, police patrol",0,0,0,Yes,Grenade,Armed Attack,Yes,Ninawa,No,No,11,Aug,1,2010
201015350,28-Sep-10,2010-09-28,"1 tribal leader killed in armed attack in Mosul, Ninawa, Iraq",Iraq,IQ,Mosul,"36.400002,43.200001","Muhafazat Ninawa, Ninawa, Iraq,",Unknown,"On 28 September 2010, in the evening, in the eastern Zahraa district of Mosul, Ninawa, Iraq, assailants stormed the residence of a tribal leader, killing the leader and damaging the residence.  No group claimed responsibility.","leader, residence, tribal leader, Zahraa",1,0,0,Yes,Firearm,Armed Attack,Yes,Ninawa,No,No,23,Apr,9,2010
201013139,1-Aug-10,2010-08-01,"International (Green) Zone targeted in mortar attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Islamic Extremist (Shia),"On 1 August 2010, in the evening, in the Al Karkh district of Baghdad, Iraq, assailants fired mortar rounds targeting the International (Green) Zone, causing no injuries or damage.  No group claimed responsibility.","Al Karkh, evening, Green, mortar, mortar rounds, rounds",0,0,0,Yes,Mortar/Artillery,Armed Attack,Yes,Baghdad,No,No,19,Jul,8,2010
201000301,20-Jan-10,2010-01-20,"1 police officer killed in IED attack in Mosul, Ninawa, Iraq",Iraq,IQ,Mosul,"36.400002,43.200001","Muhafazat Ninawa, Ninawa, Iraq,",Unknown,"On 20 January 2010, at about noon, in the Wadi Hajar district of southwestern Mosul, Ninawa, Iraq, assailants detonated a magnetic improvised explosive device (IED) attached to an off-duty police officer's vehicle, killing the police officer and damaging the vehicle.  No group claimed responsibility.","duty, duty police, duty police officer, noon, police officers, s vehicle, Wadi Hajar",1,0,0,Yes,"Explosive, IED",Bombing,Yes,Ninawa,No,Yes,22,May,1,2010
201006445,9-Mar-10,2010-03-09,"1 police officer killed, 1 other wounded in armed attack by ISI in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Islamic Extremist (Sunni),"On 9 March 2010, in the Karradah district of Baghdad, Iraq, three armed assailants in a car exchanged gunfire with a mobile police patrol after being stopped on central Abu Nuwas Street, killing one police officer and wounding one other.  The Islamic State of Iraq (ISI) claimed responsibility.","Abu Nuwas Street, gunfire, Islamic State, Karradah, mobile police, mobile police patrol",1,0,1,Yes,Firearm,Armed Attack,Yes,Baghdad,No,No,7,Mar,3,2010
