ICN,Incident_Date,Date_Stamp,Subject,Country,ISO-3166-2,City,Geocode,Geocode_Anchor,Incident_Group_Type,Summary,Related_Term,Incident_Victims_Dead,Incident_Victims_Hostaged,Incident_Victims_Wounded,Incident_Included_Victims,Weapon,Event_Type,Geocode_Has_Value,Province_State,Assassination,IED,Incident_Day,Incident_Month,Month_Number,Incident_Year
201011951,1-Jul-10,2010-07-01,"1 bridge damaged in IED attack in Herat, Herat, Afghanistan",Afghanistan,AF,Herat,"34.363201,62.184971","Herat, Herat, Afghanistan,",Islamic Extremist (Sunni),"On 1 July 2010, in Herat, Herat, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a bridge, damaging the bridge but causing no injuries.  No group claimed responsibility.","Afghanistan, bridge, Herat, July, targeting",0,0,0,No,"Explosive, IED",Bombing,Yes,Herat,No,Yes,1,Jul,7,2010
201014823,26-Sep-10,2010-09-26,"2 civilians killed in armed attack in Lowgar, Afghanistan",Afghanistan,AF,None,"34.019299,69.021111","Lowgar, Afghanistan,",Islamic Extremist (Sunni),"On 26 September 2010, in Lowgar, Afghanistan, assailants fired upon and killed two civilians.  No group claimed responsibility.","Afghanistan, Lowgar, September",2,0,0,Yes,Firearm,Armed Attack,Yes,Lowgar,No,No,26,Sep,9,2010
201013905,10-Sep-10,2010-09-10,"3 political party workers kidnapped in Baraki Barak, Lowgar, Afghanistan",Afghanistan,AF,Baraki Barak,"33.967499,68.948608","Baraki Barak, Lowgar, Afghanistan,",Islamic Extremist (Sunni),"On 10 September 2010, in Baraki Barak, Lowgar, Afghanistan, armed assailants kidnapped three staff members of a parliamentary candidate.  No group claimed responsibility.","Baraki Barak, candidate, Lowgar, parliamentary candidate, staff, staff members",0,3,0,Yes,Firearm,Kidnapping,Yes,Lowgar,No,No,10,Sep,9,2010
201006361,14-Feb-10,2010-02-14,"2 police officers killed, 2 others wounded in IED attack by suspected Taliban in Dwahmande, Khowst, Afghanistan",Afghanistan,AF,Dwahmande,"33.281666,69.584999","Dwahmande, Khowst, Afghanistan,",Islamic Extremist (Sunni),"On 14 February 2010, in Dwahmande, Khowst, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a police vehicle, killing two police officers, wounding two others, and damaging the vehicle.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Dwahmande, February, Khowst, police, police vehicle, Taliban, targeting, vehicle",2,0,2,Yes,"Explosive, IED",Bombing,Yes,Khowst,No,Yes,14,Feb,2,2010
201012487,28-Jul-10,2010-07-28,"1 teacher killed in armed attack in Kaldar, Balkh, Afghanistan",Afghanistan,AF,Kaldar,"37.166668,67.774170","Kaldar, Balkh, Afghanistan,",Islamic Extremist (Sunni),"Before 28 July 2010, in Kaldar, Balkh, Afghanistan, armed assailants fired on and killed a teacher in her home.  No group claimed responsibility.","Balkh, home, Kaldar, teacher",1,0,0,Yes,Firearm,Armed Attack,Yes,Balkh,No,No,28,Jul,7,2010
201011484,5-Jul-10,2010-07-05,"2 police officers, 1 government employee wounded in armed attack by Taliban in Baraki Barak, Lowgar, Afghanistan",Afghanistan,AF,Baraki Barak,"33.967499,68.948608","Baraki Barak, Lowgar, Afghanistan,",Islamic Extremist (Sunni),"On 5 July 2010, in Baraki Barak, Lowgar, Afghanistan, assailants fired small arms and rocket-propelled grenades (RPG) at the district chief's motorcade, wounding two police officers and one intelligence officer and damaging one police vehicle.  The Taliban claimed responsibility.","Baraki Barak, chief, district chief, intelligence, intelligence officer, Lowgar, motorcade, propelled grenades, s motorcade, small arms",0,0,3,Yes,"Firearm, RPG",Armed Attack,Yes,Lowgar,No,No,5,Jul,7,2010
201014974,22-Sep-10,2010-09-22,"Police post targeted in armed attack in Lashkar Gah, Helmand, Afghanistan",Afghanistan,AF,Lashkar Gah,"31.508888,64.363335","Bust, Helmand, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 September 2010, in Lashkar Gah, Helmand, Afghanistan, armed assailants fired on a police post but caused no reported injuries or damage.  No group claimed responsibility.","Helmand, Lashkar Gah, police post, post, September",0,0,0,No,Firearm,Armed Attack,Yes,Helmand,No,No,22,Sep,9,2010
201013706,28-Aug-10,2010-08-28,"Several police officers injured in armed attack in Shinwari, Parvan, Afghanistan",Afghanistan,AF,Shinwari,"35.000000,68.916672","Parvan, Afghanistan,",Islamic Extremist (Sunni),"On 28 August 2010, in Shinwari, Parvan, Afghanistan, assailants fired rockets, mortars, and/or artillery at the district headquarters, injuring several police officers and damaging the building.  No group claimed responsibility.","artillery, building, district headquarters, headquarters, mortar, Parvan, rockets, Shinwari",0,0,3,Yes,"Missile/Rocket, Mortar/Artillery",Armed Attack,Yes,Parvan,No,No,28,Aug,8,2010
201008182,18-Apr-10,2010-04-18,"Police checkpoint targeted in Qorghan, Faryab, Afghanistan",Afghanistan,AF,Qorghan,"36.915833,65.076386","Qorghan, Faryab, Afghanistan,",Islamic Extremist (Sunni),"On 18 April 2010, in Jungle, Qorghan, Faryab, Afghanistan, assailants attacked a police checkpoint by unknown means but caused no injuries or damage.  No group claimed responsibility.","checkpoint, Faryab, jungle, means, police checkpoint, Qorghan, unknown means",0,0,0,No,Unknown,Unknown,Yes,Faryab,No,No,18,Apr,4,2010
201010760,7-Jun-10,2010-06-07,"Police posts targeted in rocket attacks in Andar, Ghazni, Afghanistan",Afghanistan,AF,Andar,"33.125279,67.982498","Andar, Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On or about 7 June 2010, in Andar, Ghazni, Afghanistan, assailants fired rockets at police posts on five different occasions, causing no reported injuries or damage.  No group claimed responsibility.","Andar, Ghazni, occasions, police post, post, rockets",0,0,0,Yes,Missile/Rocket,Armed Attack,Yes,Ghazni,No,No,7,Jun,6,2010
201011799,20-Jul-10,2010-07-20,"1 shop damaged in IED attack in Surkh Rod, Nangarhar, Afghanistan",Afghanistan,AF,Surkh Rod,"34.333328,70.416672","Nangarhar, Afghanistan,",Islamic Extremist (Sunni),"On 20 July 2010, in the night, in Dosarka, Surkh Rod, Nangarhar, Afghanistan, assailants detonated an improvised explosive device (IED), damaging a music shop but causing no injuries.  No group claimed responsibility.","music, music shop, Nangarhar, night, shop, Surkh Rod",0,0,0,No,"Explosive, IED",Bombing,Yes,Nangarhar,No,Yes,20,Jul,7,2010
201013756,22-Aug-10,2010-08-22,"District headquarters building targeted in armed attack in Rashidan, Ghazni, Afghanistan",Afghanistan,AF,Rashidan,"33.333328,67.750000","Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 August 2010, in Rashidan, Ghazni, Afghanistan, assailants fired firearms and rocket-propelled grenades (RPG) at the district headquarters building but caused no injuries or damage.  No group claimed responsibility.","district headquarters, district headquarters building, firearms, Ghazni, headquarters, headquarters building, propelled grenades, Rashidan",0,0,0,No,"Firearm, RPG",Armed Attack,Yes,Ghazni,No,No,22,Aug,8,2010
200912363,22-Dec-09,2009-12-22,"1 checkpoint damaged in Faryab, Afghanistan",Afghanistan,AF,None,"36.250000,64.833328","Faryab, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 December 2009, in Faryab, Afghanistan, assailants attacked a Border Police checkpoint by unknown means, damaging the checkpoint but causing no injuries.  No group claimed responsibility.","border police, checkpoint, Faryab, means, unknown means",0,0,0,No,Unknown,Unknown,Yes,Faryab,No,No,22,Dec,12,2009
201007854,3-Apr-10,2010-04-03,"6 security guards killed in IED attack in Mizan, Zabol, Afghanistan",Afghanistan,AF,Mizan,"32.176109,66.506943","Mizani, Zabol, Afghanistan,",Islamic Extremist (Sunni),"On 3 April 2010, in Mizan, Zabol, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a private security vehicle, killing six security guards and damaging the vehicle.  No group claimed responsibility.","guards, Mizan, private security, private security vehicle, security, security guards, security vehicle, Zabol",6,0,0,Yes,"Explosive, IED",Bombing,Yes,Zabol,No,Yes,3,Apr,4,2010
201014119,5-Sep-10,2010-09-05,"3 police officers killed, 5 others wounded in Faryab, Afghanistan",Afghanistan,AF,None,"36.250000,64.833328","Faryab, Afghanistan,",Islamic Extremist (Sunni),"On 5 September 2010, in Faryab, Afghanistan, assailants attacked a group of police officers by unknown means, killing three police officers and wounding five others.  No group claimed responsibility.","Faryab, means, officers, police officers, unknown means",3,0,5,Yes,Unknown,Unknown,Yes,Faryab,No,No,5,Sep,9,2010
201008288,7-Apr-10,2010-04-07,"Unknown target in IED attack in Alishang, Laghman, Afghanistan",Afghanistan,AF,Alishang,"34.782780,70.109169","Alishang, Laghman, Afghanistan,",Islamic Extremist (Sunni),"On or about 7 April 2010, in Alishang, Laghman, Afghanistan, assailants detonated an improvised explosive device (IED) against an unknown target, causing no injuries or damage.  No group claimed responsibility.","Afghanistan, Alishang, April, Laghman, targeting, unknown target",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Laghman,No,Yes,7,Apr,4,2010
201012231,24-Jul-10,2010-07-24,"2 police officers killed in IED attack by Taliban in Dahaneh-ye Ghowri, Baghlan, Afghanistan",Afghanistan,AF,Dahaneh-ye Ghowri,"35.907501,68.493889","Dahaneh-ye Ghowri, Baghlan, Afghanistan,",Islamic Extremist (Sunni),"On 24 July 2010, in Dahaneh-ye Ghowri, Baghlan, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a police vehicle, killing two police officers and damaging the vehicle.  The Taliban claimed responsibility.","Baghlan, Dahaneh, Ghowri, police vehicle, targeting, vehicle",2,0,0,Yes,"Explosive, IED",Bombing,Yes,Baghlan,No,Yes,24,Jul,7,2010
201010118,7-Jun-10,2010-06-07,"4 police officers injured in IED attack in Gereshk, Helmand, Afghanistan",Afghanistan,AF,Gereshk,"31.818890,64.564720","Gereshk, Helmand, Afghanistan,",Islamic Extremist (Sunni),"On 7 June 2010, at about 12:00 PM, in Gereshk, Helmand, Afghanistan, assailants detonated a remote-controlled improvised explosive device (IED) when a police vehicle passed, injuring four police officers and damaging the vehicle and several nearby residences.  No group claimed responsibility.","Gereshk, Helmand, nearby residences, police, police vehicle, residence, vehicle",0,0,4,Yes,"Explosive, IED",Bombing,Yes,Helmand,No,Yes,7,Jun,6,2010
201010170,7-Jun-10,2010-06-07,"1 private security guard killed by suspected Taliban in Karukh, Herat, Afghanistan",Afghanistan,AF,Karukh,"34.479168,62.586945","Karokh, Herat, Afghanistan,",Islamic Extremist (Sunni),"On 7 June 2010, in Karukh, Herat, Afghanistan, assailants attacked an Iranian road construction company project by unknown means, killing one security guard and damaging the construction site.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","company, construction, construction company, construction site, Herat, Karukh, project, road construction, road construction company, site",1,0,0,Yes,Unknown,Unknown,Yes,Herat,No,No,7,Jun,6,2010
201014955,18-Sep-10,2010-09-18,"1 tribal leader kidnapped by suspected Taliban in Sar-e Pol, Sar-e Pol, Afghanistan",Afghanistan,AF,Sar-e Pol,"35.536945,66.716392","Sar-e Pol, Sar-e Pol, Afghanistan,",Islamic Extremist (Sunni),"On 18 September 2010, in Majar village, Sar-e Pol, Sar-e Pol, Afghanistan, assailants kidnapped a tribal leader.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","leader, Taliban, tribal leader, village",0,1,0,Yes,Firearm,Armed Attack,Yes,Sar-e Pol,No,No,18,Sep,9,2010
201012189,5-Aug-10,2010-08-05,"10 NGO workers held hostage and killed in armed attack, 1 other held hostage in Badakhshan, Afghanistan",Afghanistan,AF,None,"36.750000,72.000000","Badakhshan, Afghanistan,",Islamic Extremist (Sunni),"On 5 August 2010, at about 7:30 AM, in Badakhshan, Afghanistan, armed assailants held a group of aid workers against their will, questioned them, and stole their belongings.  The assailants threw a grenade at a vehicle where some of the aid workers had taken refuge, killing several workers and destroying the vehicle.  The assailants then forced the remaining workers to a forest where they fired upon and killed them.  In total, the assailants killed 10 aid workers (6 American; 2 Afghan; 1 German; 1 Briton) but released one of the Afghan hostages.  Both the Taliban and Hizb-i-Islami claimed responsibility.","Afghan, aid workers, belongings, Briton, Hizb, refuge, total, will, workers",10,1,0,Yes,"Firearm, Grenade","Armed Attack, Barricade/Hostage, Theft",Yes,Badakhshan,No,No,5,Aug,8,2010
201008968,14-May-10,2010-05-14,"5 security guards killed, 10 others wounded by Taliban in Moqor, Ghazni Afghanistan",Afghanistan,AF,Moqor,"32.820000,67.769997","Moqor, Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On 14 May 2010, in Moqor, Ghazni Afghanistan, assailants attacked a convoy of fuel tankers by unknown means, killing five security guards, wounding 10 others, and damaging four fuel tankers.  The Taliban group claimed responsibility.","fuel, fuel tanker, Moqor, tanker",5,0,10,Yes,Unknown,Unknown,Yes,Ghazni,No,No,14,May,5,2010
201000154,8-Jan-10,2010-01-08,"1 police officer killed, 2 others injured in IED attack in Kandahar, Kandahar, Afghanistan",Afghanistan,AF,Kandahar,"31.612499,65.709442","Kandahar, Kandahar, Afghanistan,",Islamic Extremist (Sunni),"On 8 January 2010, in the morning, in Kandahar, Kandahar, Afghanistan, an improvised explosive device (IED) was struck, killing one police officer, and injuring two others.  No group claimed responsibility.","Afghanistan, January, Kandahar, morning, others",1,0,2,Yes,"Explosive, IED",Bombing,Yes,Kandahar,No,Yes,8,Jan,1,2010
201007822,9-Apr-10,2010-04-09,"4 civilians injured in rocket attack in Watapur, Konar, Afghanistan",Afghanistan,AF,Watapur,"34.950001,71.133331","Konar, Afghanistan,",Islamic Extremist (Sunni),"On 9 April 2010, in Watapur, Konar, Afghanistan, assailants fired a rocket at the district headquarters but hit a residence instead, injuring four civilians and damaging the residence.  No group claimed responsibility.","district headquarters, headquarters, Konar, residence, Watapur",0,0,4,Yes,Missile/Rocket,Armed Attack,Yes,Konar,No,No,9,Apr,4,2010
201007450,22-Mar-10,2010-03-22,"Police patrol targeted in IED attack in Argo, Badakhshan, Afghanistan",Afghanistan,AF,Argo,"36.750000,72.000000","Badakhshan, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 March 2010, in Argo, Badakhshan, Afghanistan, assailants detonated a remote-controlled improvised explosive device (IED) when a police convoy passed but caused no injuries or damage.  No group claimed responsibility.","Afghanistan, Badakhshan, convoy, damage, March, police convoy",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Badakhshan,No,Yes,22,Mar,3,2010
201009695,7-May-10,2010-05-07,"District headquarters targeted in Dehak, Ghazni, Afghanistan",Afghanistan,AF,Dehak,"33.474998,68.653610","Dehak, Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On or about 7 May 2010, in Dehak, Ghazni, Afghanistan, assailants attacked the district headquarters  by unknown means, causing no reported injuries or damage.  No group claimed responsibility.","Dehak, district headquarters, Ghazni, headquarters, means, unknown means",0,0,0,Yes,Unknown,Unknown,Yes,Ghazni,No,No,7,May,5,2010
201011133,26-Jun-10,2010-06-26,"District headquarters targeted in Andar, Ghazni, Afghanistan",Afghanistan,AF,Andar,"33.125279,67.982498","Andar, Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On or about 26 June 2010, in Andar, Ghazni, Afghanistan, assailants attacked the district headquarters by unknown means but caused no injuries or damage.  No group claimed responsibility.","Andar, district headquarters, Ghazni, headquarters, means, unknown means",0,0,0,No,Unknown,Unknown,Yes,Ghazni,No,No,26,Jun,6,2010
201014333,18-Sep-10,2010-09-18,"1 polling center damaged in rocket attack by suspected Taliban in Pol-e 'Alam, Lowgar, Afghanistan",Afghanistan,AF,Pol-e 'Alam,"34.038334,69.020836","Kolangar, Lowgar, Afghanistan,",Islamic Extremist (Sunni),"On 18 September 2010, at 3:30 AM, in Pol-e 'Alam, Lowgar, Afghanistan, assailants fired a rocket at the Saydan polling center, damaging the center but causing no injuries.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Alam, center, Lowgar, Taliban",0,0,0,No,Missile/Rocket,Armed Attack,Yes,Lowgar,No,No,18,Sep,9,2010
201009515,31-May-10,2010-05-31,"1 child killed in rocket attack in Jowzjan, Afghanistan",Afghanistan,AF,None,"36.833328,65.833328","Jowzjan, Afghanistan,",Islamic Extremist (Sunni),"On 31 May 2010, in Kochi, Jowzjan, Afghanistan, assailants fired a rocket at a police post but hit a residence, killing a child and damaging the residence.  No group claimed responsibility.","child, Jowzjan, police post, post, residence",1,0,0,Yes,Missile/Rocket,Armed Attack,Yes,Jowzjan,No,No,31,May,5,2010
201007907,17-Apr-10,2010-04-17,"1 child injured in IED attack in Bamian, Afghanistan",Afghanistan,AF,None,"34.750000,67.250000","Bamian, Afghanistan,",Islamic Extremist (Unknown),"On 17 April 2010, in Bamian, Afghanistan, an improvised explosive device (IED) exploded when it was struck, injuring one child.  No group claimed responsibility.","Afghanistan, April, Bamian, child",0,0,1,Yes,"Explosive, IED",Bombing,Yes,Bamian,No,Yes,17,Apr,4,2010
201011145,23-Jun-10,2010-06-23,"District headquarters targeted in Rashidan, Ghazni, Afghanistan",Afghanistan,AF,Rashidan,"33.333328,67.750000","Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On or about 23 June 2010, in Rashidan, Ghazni, Afghanistan, assailants attacked the district headquarters by unknown means but caused no injuries or damage.  No group claimed responsibility.","district headquarters, Ghazni, headquarters, means, Rashidan, unknown means",0,0,0,No,Unknown,Unknown,Yes,Ghazni,No,No,23,Jun,6,2010
201014393,18-Sep-10,2010-09-18,"Many civilians kidnapped near Zheray, Kandahar, Afghanistan",Afghanistan,AF,Zheray,"31.000000,65.750000","Kandahar, Afghanistan,",Islamic Extremist (Sunni),"On 18 September 2010, at about 11:30 AM, near Zheray, Kandahar, Afghanistan, armed assailants hijacked a passenger bus full of passengers.  No group claimed responsibility.","Kandahar, passenger, passenger bus, Zheray",0,50,0,Yes,Firearm,Hijacking,Yes,Kandahar,No,No,18,Sep,9,2010
201006819,2-Mar-10,2010-03-02,"Unknown target in IED attack in Dahaneh-ye Ghowri, Baghlan, Afghanistan",Afghanistan,AF,Dahaneh-ye Ghowri,"35.907501,68.493889","Dahaneh-ye Ghowri, Baghlan, Afghanistan,",Islamic Extremist (Sunni),"On 2 March 2010, in Dahaneh-ye Ghowri, Baghlan, Afghanistan, assailants prematurely detonated an improvised explosive device (IED) on a roadside, causing no injuries or damage.  No group claimed responsibility.","Afghanistan, Baghlan, Dahaneh, Ghowri, March, roadside",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Baghlan,No,Yes,2,Mar,3,2010
201013245,13-Aug-10,2010-08-13,"1 civilian killed in armed attack in Kandahar, Kandahar, Afghanistan",Afghanistan,AF,Kandahar,"31.612499,65.709442","Kandahar, Kandahar, Afghanistan,",Islamic Extremist (Sunni),"On 13 August 2010, in Kandahar, Kandahar, Afghanistan, assailants fired upon and killed one engineer.  No group claimed responsibility.","engineer, Kandahar",1,0,0,Yes,Firearm,Armed Attack,Yes,Kandahar,No,No,13,Aug,8,2010
201009693,7-May-10,2010-05-07,"Road construction companies targeted in Zormat, Paktia, Afghanistan",Afghanistan,AF,Zormat,"33.434166,69.033333","Zormat, Paktia, Afghanistan,",Islamic Extremist (Sunni),"On or about 7 May 2010, in Zormat, Paktia, Afghanistan, assailants attacked two road construction companies by unknown means, causing no reported injuries or damage.  No group claimed responsibility.","company, construction, construction company, Paktia, road construction, road construction company, Zormat",0,0,0,Yes,Unknown,Unknown,Yes,Paktia,No,No,7,May,5,2010
201013921,1-Sep-10,2010-09-01,"1 tribal elder killed by suspected Taliban in Baraki Barak, Lowgar, Afghanistan",Afghanistan,AF,Baraki Barak,"33.967499,68.948608","Baraki Barak, Lowgar, Afghanistan,",Islamic Extremist (Sunni),"On 1 September 2010, in the evening, in Baraki Barak, Lowgar, Afghanistan, assailants killed one tribal elder by unknown means.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Baraki Barak, elder, Lowgar, means, tribal elder, unknown means",1,0,0,Yes,Unknown,Unknown,Yes,Lowgar,No,No,1,Sep,9,2010
201011791,19-Jul-10,2010-07-19,"1 police officer killed, 6 others injured in armed attack by Taliban in Barg-e Matal, Nurestan, Afghanistan",Afghanistan,AF,Barg-e Matal,"35.673611,71.343330","Barg-e Matal, Nurestan, Afghanistan,",Islamic Extremist (Sunni),"On 19 July 2010, in Barg-e Matal, Nurestan, Afghanistan, assailants fired firearms and mortars and/or artillery upon the district headquarters building, killing one police officer, injuring six others, and damaging the headquarters building.  The Taliban claimed responsibility.","artillery, Barg, building, district headquarters, district headquarters building, firearms, headquarters, headquarters building, Matal, Nurestan",1,0,6,Yes,"Firearm, Mortar/Artillery",Armed Attack,Yes,Nurestan,No,No,19,Jul,7,2010
201008797,1-May-10,2010-05-01,"Unknown target in IED attack by Taliban in Shah Juy, Zabol, Afghanistan",Afghanistan,AF,Shah Juy,"32.521110,67.415001","Shah Juy, Zabol, Afghanistan,",Islamic Extremist (Sunni),"On 1 May 2010, in Shah Juy, Zabol, Afghanistan, assailants detonated an improvised explosive device (IED) against an unknown target, causing no injuries or damage.  The Taliban claimed responsibility.","Shah Juy, Taliban, targeting, unknown target, Zabol",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Zabol,No,Yes,1,May,5,2010
201009482,24-May-10,2010-05-24,"Police patrol targeted in armed attack by Taliban in Moqor, Ghazni, Afghanistan",Afghanistan,AF,Moqor,"32.820000,67.769997","Moqor, Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On 24 May 2010, in Moqor, Ghazni, Afghanistan, assailants fired on a police patrol, causing no injuries or damage.  The Taliban claimed responsibility.","Ghazni, Moqor, patrol, police patrol, Taliban",0,0,0,Yes,Firearm,Armed Attack,Yes,Ghazni,No,No,24,May,5,2010
201014522,20-Sep-10,2010-09-20,"1 residence damaged in rocket attack in Kabul, Kabol, Afghanistan",Afghanistan,AF,Kabul,"34.516666,69.183334","Kabul, Kabul, Afghanistan,",Islamic Extremist (Sunni),"On 20 September 2010, in the night, in Doghabad, Kabul, Kabol, Afghanistan, assailants fired two rockets at the city, one of which hit a residence, damaging the residence but causing no injuries.  No group claimed responsibility.","city, Kabul, night, residence",0,0,0,No,Missile/Rocket,Armed Attack,Yes,Kabol,No,No,20,Sep,9,2010
201011638,4-Jul-10,2010-07-04,"6 civilians kidnapped and killed by suspected Taliban in Andar, Ghazni, Afghanistan",Afghanistan,AF,Andar,"33.125279,67.982498","Andar, Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On 4 July 2010, in Andar, Ghazni, Afghanistan, assailants kidnapped six construction workers. On 5 July 2010, in the same area, assailants killed all six victims by unknown means.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Andar, construction, construction workers, Ghazni, July",6,0,0,Yes,Unknown,"Kidnapping, Unknown",Yes,Ghazni,No,No,4,Jul,7,2010
201013178,7-Aug-10,2010-08-07,"Several construction vehicles and other property damaged in arson in Taloqan, Takhar, Afghanistan",Afghanistan,AF,Taloqan,"36.734165,69.539719","Taloqan, Takhar, Afghanistan,",Islamic Extremist (Sunni),"On or about 7 August 2010, in Taloqan, Takhar, Afghanistan, assailants set fire to and damaged several construction vehicles and other properties.  No group claimed responsibility","construction, construction vehicles, fire, property, Takhar, Taloqan",0,0,0,Yes,Firebomb/Incendiary,Arson/Firebombing,Yes,Takhar,No,No,7,Aug,8,2010
201011148,22-Jun-10,2010-06-22,"Police post targeted in Andar, Ghazni, Afghanistan",Afghanistan,AF,Andar,"33.125279,67.982498","Andar, Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 June 2010, in Khani Qala, Andar, Ghazni, Afghanistan, assailants attacked a police post by unknown means but caused no injuries or damage.  No group claimed responsibility.","Andar, Ghazni, means, police post, post, unknown means",0,0,0,No,Unknown,Unknown,Yes,Ghazni,No,No,22,Jun,6,2010
201011128,22-Jun-10,2010-06-22,"District Headquarters targeted in Andar, Ghazni, Afghanistan",Afghanistan,AF,Andar,"33.125279,67.982498","Andar, Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 June 2010, in Andar, Ghazni, Afghanistan, assailants attacked the district headquarters by unknown means but caused no injuries or damage.  No group claimed responsibility.","Andar, district headquarters, Ghazni, headquarters, means, unknown means",0,0,0,No,Unknown,Unknown,Yes,Ghazni,No,No,22,Jun,6,2010
201005724,4-Feb-10,2010-02-04,"5 civilians, 1 child killed, 20 civilians wounded in suicide IED attack by Taliban in Kandahar, Kandahar, Afghanistan",Afghanistan,AF,Kandahar,"31.612499,65.709442","Kandahar, Kandahar, Afghanistan,",Islamic Extremist (Sunni),"On 4 February 2010, at about 7:30 PM, in Kandahar, Kandahar, Afghanistan, a suicide bomber detonated an improvised explosive device (IED) targeting security forces, killing five civilians and one child, wounding 20 civilians, and damaging two shops, one hotel, and one house.  The Taliban claimed responsibility.","hotel, Kandahar, security forces, targeting security, targeting security forces",6,0,20,Yes,"Explosive, IED","Bombing, Suicide",Yes,Kandahar,No,Yes,4,Feb,2,2010
201010111,1-Jun-10,2010-06-01,"2 vehicles stolen by suspected Taliban in Pol-e Khomri, Baghlan, Afghanistan",Afghanistan,AF,Pol-e Khomri,"35.934429,68.771233","Pol-e H?umr?, Baghlan, Afghanistan,",Islamic Extremist (Sunni),"On 1 June 2010, in Pol-e Khomri, Baghlan, Afghanistan, assailants attacked an empty oil tanker by unknown means, stealing the tanker and one other truck but causing no injuries.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Baghlan, means, oil tanker, tanker, truck, unknown means",0,0,0,Yes,Unknown,"Theft, Unknown",Yes,Baghlan,No,No,1,Jun,6,2010
201012623,8-Aug-10,2010-08-08,"3 civilians injured in rocket attack in Nurgaram, Nurestan, Afghanistan",Afghanistan,AF,Nurgaram,"35.299999,70.833336","Nurestan, Afghanistan,",Islamic Extremist (Sunni),"On 8 August 2010, in Nurgaram, Nurestan, Afghanistan, assailants fired a rocket, injuring three civilians and damaging several shops.  No group claimed responsibility.","Nurestan, Nurgaram, rockets, shop",0,0,3,Yes,Missile/Rocket,Armed Attack,Yes,Nurestan,No,No,8,Aug,8,2010
201011510,4-Jul-10,2010-07-04,"4 civilians killed, 5 others wounded in VBIED attack by suspected Taliban in Musa Qal'eh, Helmand, Afghanistan",Afghanistan,AF,Musa Qal'eh,"32.443333,64.745003","Musa Qala, Helmand, Afghanistan,",Islamic Extremist (Sunni),"On 4 July 2010, at about 11:00 AM, in Musa Qal'eh, Helmand, Afghanistan, assailants detonated a vehicle-borne improvised explosive device (VBIED) in the main bazaar, killing four civilians and wounding five others.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","bazaar, Helmand, main bazaar, Musa Qal, Taliban",4,0,5,Yes,"IED, Vehicle bomb",Bombing,Yes,Helmand,No,Yes,4,Jul,7,2010
201013022,18-Aug-10,2010-08-18,"1 child killed, 1 civilian, 1 political candidate injured in armed attack by suspected Taliban in Alingar, Laghman, Afghanistan",Afghanistan,AF,Alingar,"34.834721,70.359169","`Alingar, Laghman, Afghanistan,",Islamic Extremist (Sunni),"On 18 August 2010, in the evening, in Alingar, Laghman, Afghanistan, armed assailants attacked a parliamentary candidate and his family, firing upon and killing his nephew, firing upon and injuring his uncle, and assaulting and wounding the candidate.  The assailants also stole their money.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Alingar, candidate, Laghman, money, nephew, parliamentary candidate, uncle",1,0,2,Yes,"Firearm, Primitive","Armed Attack, Assault, Theft",Yes,Laghman,No,No,18,Aug,8,2010
201012361,26-Jul-10,2010-07-26,"1 civilian wounded in IED attack in Mata Khan, Paktika, Afghanistan",Afghanistan,AF,Mata Khan,"33.239147,68.865372","Mota Khan, Paktika, Afghanistan,",Islamic Extremist (Sunni),"On 26 July 2010, in Mata Khan, Paktika, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a civilian vehicle, wounding one civilian and damaging the vehicle.  No group claimed responsibility.","civilian vehicle, Mata Khan, Paktika, targeting, vehicle",0,0,1,Yes,"Explosive, IED",Bombing,Yes,Paktika,No,Yes,26,Jul,7,2010
