ICN,Event_Type_List
201010005, Kidnapping
201006262,Unknown
201006544,Unknown
201006543,Unknown
201000869,Bombing
201005724,Bombing
201005724, Suicide
201000646,Bombing
201000573,Bombing
201006169,Bombing
201000827,Bombing
201005725,Armed Attack
201005727,Armed Attack
201009172,Armed Attack
201000574,Kidnapping
201000572,Armed Attack
201006168,Barricade/Hostage
201006168, Kidnapping
201006168, Theft
201005690,Armed Attack
201005970,Armed Attack
201007041,Arson/Firebombing
201005689,Armed Attack
201006127,Unknown
201006125,Unknown
201006126,Unknown
201006354,Kidnapping
201000642,Bombing
201005672,Bombing
201005695,Armed Attack
201005695, Bombing
201005671,Bombing
201005671, Near Miss/Non Attack Incident
201006123,Armed Attack
201005759,Armed Attack
201000822,Armed Attack
201000645,Armed Attack
201000644,Armed Attack
201000665,Armed Attack
201005673,Armed Attack
201005892,Armed Attack
201005923,Armed Attack
201007046,Arson/Firebombing
201007042,Arson/Firebombing
201005726,Bombing
201000643,Bombing
201006355,Kidnapping
201005895,Bombing
201000664,Bombing
201000657,Bombing
201005760,Bombing
201006186,Bombing
201005738,Bombing
201005737,Bombing
201005736,Bombing
201000806,Armed Attack
201000660,Armed Attack
201000658,Armed Attack
201000661,Armed Attack
201006250,Kidnapping
201006399,Armed Attack
201006400,Armed Attack
201000531,Kidnapping
201000531, Unknown
201006350,Armed Attack
201006080,Bombing
201005731,Assault
201006352,Assault
201006176,Unknown
201005735,Kidnapping
201008534,Unknown
201000530,Bombing
201000530, Near Miss/Non Attack Incident
201000668,Bombing
201006179,Arson/Firebombing
201006179, Bombing
201006179, Near Miss/Non Attack Incident
201006417,Bombing
201005682,Bombing
201005706,Bombing
201006409,Bombing
201000808,Bombing
201000670,Bombing
201000669,Bombing
201006532,Bombing
201006144,Bombing
201006140,Bombing
201006188,Bombing
201000861,Bombing
201000812,Armed Attack
201000667,Armed Attack
201006134,Kidnapping
201006192,Armed Attack
201000859,Armed Attack
201006407,Armed Attack
201006008,Armed Attack
201000873,Armed Attack
201000828,Armed Attack
201006408,Armed Attack
201006406,Unknown
201006405,Kidnapping
201006537,Kidnapping
201006537, Theft
201006537, Unknown
201000804,Kidnapping
201006088,Unknown
201006189,Hijacking
201006340,Kidnapping
201005696,Bombing
201000689,Bombing
201000685,Bombing
201000674,Bombing
201006139,Bombing
201006147,Bombing
201006135,Bombing
201000699,Armed Attack
201000691,Armed Attack
201006535,Kidnapping
201006577,Kidnapping
201006145,Kidnapping
201006090,Armed Attack
201006420,Armed Attack
201006404,Armed Attack
201007050,Arson/Firebombing
201005710,Arson/Firebombing
201006137,Armed Attack
201006347,Assault
201006347, Kidnapping
201006193,Unknown
201006316,Kidnapping
201005692,Bombing
201005972,Bombing
201000700,Bombing
201000703,Bombing
201000744,Bombing
201000707,Bombing
201006214,Bombing
201006448,Armed Attack
201006448, Kidnapping
201005702,Armed Attack
201000706,Armed Attack
201006418,Armed Attack
201007058,Arson/Firebombing
201007056,Arson/Firebombing
201006644,Arson/Firebombing
201006020,Arson/Firebombing
201006020, Assault
201006216,Armed Attack
201005699,Bombing
201005700,Armed Attack
201006586,Barricade/Hostage
201006586, Theft
201005936,Bombing
201000749,Armed Attack
201000749, Near Miss/Non Attack Incident
201006184,Bombing
201000712,Bombing
201000743,Bombing
201000718,Bombing
201000709,Bombing
201000715,Bombing
201000742,Bombing
201006149,Bombing
201005721,Armed Attack
201000780,Armed Attack
201000751,Armed Attack
201000716,Armed Attack
201005937,Armed Attack
201006423,Armed Attack
201006425,Armed Attack
201006429,Armed Attack
201006203,Armed Attack
201000752,Armed Attack
201005938,Armed Attack
201000714,Bombing
201006099,Bombing
201006099, Suicide
201005693,Hijacking
201000785,Bombing
201000778,Bombing
201000779,Bombing
201000782,Bombing
201006269,Bombing
201006269, Suicide
201005691,Armed Attack
201000784,Armed Attack
201000783,Armed Attack
201006674,Armed Attack
201005973,Armed Attack
201006271,Armed Attack
201005707,Armed Attack
201005708,Armed Attack
201006539,Assault
201006539, Kidnapping
201006468,Kidnapping
201006546,Unknown
201006370,Bombing
201000797,Bombing
201000794,Bombing
201000795,Bombing
201000796,Bombing
201006301,Armed Attack
201006397,Armed Attack
201006430,Armed Attack
201006365,Armed Attack
201006582,Arson/Firebombing
201006372,Arson/Firebombing
201006372, Unknown
201005978,Armed Attack
201006547,Armed Attack
201005701,Armed Attack
201006265,Assault
201006265, Kidnapping
201006395,Unknown
201005979,Bombing
201005732,Bombing
201000798,Bombing
201000803,Bombing
201000801,Bombing
201006293,Bombing
201005705,Armed Attack
201005705, Kidnapping
201000802,Armed Attack
201000802, Kidnapping
201000835,Armed Attack
201000835, Theft
201000799,Armed Attack
201006275,Armed Attack
201006549,Armed Attack
201006459,Armed Attack
201006441,Armed Attack
201006440,Armed Attack
201005719,Armed Attack
201005719, Bombing
201006377,Armed Attack
201006374,Armed Attack
201005722,Armed Attack
201006276,Armed Attack
201006359,Bombing
201006359, Suicide
201006298,Assault
201006298, Kidnapping
201006460,Assault
201006548,Kidnapping
201005943,Bombing
201006361,Bombing
201005684,Bombing
201005680,Bombing
201005679,Bombing
201000888,Bombing
201000840,Bombing
201006282,Bombing
201006281,Bombing
201006279,Bombing
201006367,Armed Attack
201006474,Armed Attack
201000750,Armed Attack
201005687,Armed Attack
201005685,Armed Attack
201000832,Armed Attack
201005681,Armed Attack
201000838,Armed Attack
201000836,Armed Attack
201000889,Armed Attack
201007095,Armed Attack
201006299,Armed Attack
201006302,Armed Attack
201005942,Armed Attack
201006438,Armed Attack
201007059,Arson/Firebombing
201006452,Kidnapping
201006452, Unknown
201005909,Kidnapping
201006102,Bombing
201000759,Armed Attack
201000759, Bombing
201000759, Near Miss/Non Attack Incident
201006379,Armed Attack
201006379, Bombing
201006379, Suicide
201006396,Bombing
201006362,Bombing
201005686,Bombing
201000748,Bombing
201005703,Bombing
201000747,Bombing
201000762,Bombing
201006426,Bombing
201006263,Armed Attack
201006305,Armed Attack
201005683,Armed Attack
201005683, Kidnapping
201000761,Armed Attack
201006283,Armed Attack
201006285,Armed Attack
201005980,Armed Attack
201006477,Armed Attack
201006480,Armed Attack
201006444,Arson/Firebombing
201005910,Arson/Firebombing
201005846,Armed Attack
201006457,Assault
201006449,Kidnapping
201006360,Unknown
201006500,Kidnapping
201006500, Unknown
201006458,Kidnapping
201005981,Bombing
201005743,Bombing
201005745,Bombing
201000789,Bombing
201000790,Armed Attack
201000788,Armed Attack
201000791,Armed Attack
201006454,Armed Attack
201000786,Bombing
201006295,Kidnapping
201006456,Kidnapping
201006110,Bombing
201006695,Bombing
201000811,Armed Attack
201005734,Armed Attack
201000809,Armed Attack
201005770,Armed Attack
201005772,Armed Attack
201005765,Kidnapping
201005740,Armed Attack
201006258,Armed Attack
201006261,Armed Attack
201006257,Armed Attack
201006556,Armed Attack
201006482,Armed Attack
201005848,Armed Attack
201005848, Arson/Firebombing
201005848, Kidnapping
201005854,Armed Attack
201006296,Armed Attack
201006241,Assault
201006241, Kidnapping
201007068,Arson/Firebombing
201006583,Arson/Firebombing
201005912,Arson/Firebombing
201006538,Arson/Firebombing
201006538, Theft
201006538, Unknown
201005776,Armed Attack
201006502,Theft
201006502, Unknown
201006559,Unknown
201006560,Unknown
201006493,Bombing
201006221,Bombing
201006220,Bombing
201005768,Bombing
201005766,Bombing
201005767,Bombing
201005767, Suicide
201006219,Bombing
201006218,Bombing
201006218, Suicide
201006486,Bombing
201006483,Bombing
201006483, Near Miss/Non Attack Incident
201005842,Armed Attack
201006259,Armed Attack
201006024,Armed Attack
201006496,Armed Attack
201006478,Armed Attack
201005769,Armed Attack
201005769, Bombing
201005911,Arson/Firebombing
201006222,Armed Attack
201005830,Armed Attack
201006369,Kidnapping
201006369, Unknown
201007072,Bombing
201006040,Bombing
201006223,Bombing
201006240,Bombing
201005849,Bombing
201005834,Bombing
201006807,Bombing
201006807, Near Miss/Non Attack Incident
201006253,Bombing
201006252,Bombing
201006251,Bombing
201005983,Bombing
201006228,Assault
201006228, Barricade/Hostage
201006228, Near Miss/Non Attack Incident
201006228, Vandalism
201006227,Armed Attack
201006227, Kidnapping
201006294,Armed Attack
201005860,Kidnapping
201005835,Armed Attack
201006249,Hijacking
201006035,Armed Attack
201005903,Armed Attack
201005907,Armed Attack
201005906,Armed Attack
201005847,Bombing
201006450,Assault
201006450, Kidnapping
201006450, Theft
201006254,Assault
201006254, Kidnapping
201005902,Assault
201006233,Unknown
201006563,Kidnapping
201006562,Unknown
201009311,Kidnapping
201005882,Armed Attack
201005882, Barricade/Hostage
201005882, Bombing
201006225,Armed Attack
201006225, Near Miss/Non Attack Incident
201006231,Bombing
201006232,Bombing
201006286,Bombing
201005924,Bombing
201005851,Bombing
201005965,Bombing
201005850,Bombing
201006224,Bombing
201006224, Suicide
201006248,Bombing
201006230,Bombing
201006230, Kidnapping
201006230, Unknown
201006229,Armed Attack
201005926,Armed Attack
201006692,Armed Attack
201006297,Armed Attack
201006671,Armed Attack
201006287,Arson/Firebombing
201005840,Armed Attack
201006234,Armed Attack
201006292,Assault
201006292, Kidnapping
201005825,Assault
201006226,Unknown
201005905,Kidnapping
201006622,Bombing
201005919,Bombing
201005928,Bombing
201005928, Suicide
201005862,Bombing
201005862, Suicide
201005914,Bombing
201005948,Bombing
201005916,Bombing
201005921,Bombing
201006455,Bombing
201006512,Bombing
201006555,Bombing
201005915,Armed Attack
201005861,Armed Attack
201005927,Armed Attack
201006044,Armed Attack
201006487,Armed Attack
201006733,Armed Attack
201006733, Arson/Firebombing
201006733, Theft
201006491,Armed Attack
201005904,Arson/Firebombing
201005863,Bombing
201006597,Armed Attack
201006494,Armed Attack
201006624,Assault
201009742,Assault
201009742, Kidnapping
201006553,Armed Attack
201006492,Kidnapping
201009743,Kidnapping
201006688,Kidnapping
201005872,Bombing
201005844,Bombing
201005844, Near Miss/Non Attack Incident
201006621,Bombing
201006564,Bombing
201006289,Bombing
201006666,Bombing
201006629,Bombing
201006462,Bombing
201006462, Suicide
201005894,Bombing
201005881,Bombing
201005887,Bombing
201005977,Bombing
201005888,Bombing
201006528,Bombing
201006595,Armed Attack
201006653,Armed Attack
201006650,Armed Attack
201005880,Armed Attack
201005953,Armed Attack
201005968,Armed Attack
201005874,Armed Attack
201005885,Armed Attack
201005947,Armed Attack
201005873,Armed Attack
201005893,Armed Attack
201005967,Armed Attack
201005933,Armed Attack
201006497,Armed Attack
201006550,Armed Attack
201007808,Armed Attack
201006190,Armed Attack
201005908,Armed Attack
201005956,Armed Attack
201006652,Armed Attack
201006662,Armed Attack
201005962,Arson/Firebombing
201006558,Armed Attack
201006116,Bombing
201005878,Bombing
201005878, Suicide
201006461,Bombing
201006461, Suicide
201005959,Armed Attack
201006665,Armed Attack
201006664,Armed Attack
201006288,Armed Attack
201005930,Armed Attack
201005929,Armed Attack
201006630,Armed Attack
201006651,Unknown
201006290,Unknown
201006632,Kidnapping
201006628,Unknown
201005995,Kidnapping
201006687,Unknown
201006735,Kidnapping
201006046,Bombing
201006567,Bombing
201006570,Bombing
201006603,Bombing
201005945,Bombing
201005944,Bombing
201005949,Bombing
201006100,Bombing
201006100, Near Miss/Non Attack Incident
201006463,Bombing
201006466,Bombing
201006594,Armed Attack
201005817,Armed Attack
201005817, Barricade/Hostage
201005952,Armed Attack
201005955,Armed Attack
201005946,Armed Attack
201005957,Armed Attack
201006045,Armed Attack
201007082,Arson/Firebombing
201007083,Arson/Firebombing
201005969,Armed Attack
201006568,Bombing
201006619,Armed Attack
201005960,Armed Attack
201005950,Armed Attack
201005966,Armed Attack
201006541,Unknown
201006719,Kidnapping
201006734,Kidnapping
201005845,Bombing
201006615,Bombing
201005939,Bombing
201005931,Bombing
201006501,Bombing
201006616,Kidnapping
201006573,Armed Attack
201006575,Armed Attack
201006575, Kidnapping
201006052,Armed Attack
201006392,Armed Attack
201006264,Armed Attack
201005925,Armed Attack
201005900,Armed Attack
201005899,Armed Attack
201006138,Armed Attack
201006047,Armed Attack
201006663,Armed Attack
201006157,Armed Attack
201006157, Assault
201007087,Arson/Firebombing
201005963,Arson/Firebombing
201005964,Arson/Firebombing
201006551,Armed Attack
201006561,Armed Attack
201006467,Assault
201006602,Armed Attack
201007052,Kidnapping
201006499,Unknown
201006599,Bombing
201005897,Bombing
201006471,Bombing
201006469,Bombing
201005993,Armed Attack
201005917,Armed Attack
201005920,Armed Attack
201006002,Armed Attack
201006002, Arson/Firebombing
201007091,Arson/Firebombing
201005792,Bombing
201005918,Assault
201006542,Unknown
201009744,Kidnapping
201009744, Unknown
201006519,Bombing
201006518,Bombing
201006142,Bombing
201006481,Armed Attack
201006481, Bombing
201006481, Suicide
201006600,Bombing
201006593,Bombing
201006576,Bombing
201005788,Bombing
201005841,Bombing
201006505,Bombing
201006592,Armed Attack
201007422,Armed Attack
201005790,Armed Attack
201005791,Armed Attack
201006691,Armed Attack
201006506,Armed Attack
201006143,Armed Attack
201007096,Arson/Firebombing
201006596,Bombing
201005789,Bombing
201006611,Unknown
201006601,Unknown
201006724,Unknown
201006150,Bombing
201006270,Bombing
201006277,Bombing
201005832,Bombing
201005833,Bombing
201005996,Bombing
201006272,Armed Attack
201006306,Armed Attack
201006284,Armed Attack
201006153,Armed Attack
201006195,Armed Attack
201006509,Armed Attack
201006509, Near Miss/Non Attack Incident
201006317,Bombing
201006317, Suicide
201006715,Assault
201006717,Assault
201006278,Unknown
201006131,Bombing
201006273,Bombing
201006309,Bombing
201006311,Bombing
201005843,Bombing
201005859,Bombing
201005858,Bombing
201005857,Bombing
201005994,Armed Attack
201005865,Armed Attack
201006366,Armed Attack
201006152,Armed Attack
201007004,Kidnapping
201006202,Armed Attack
201006421,Armed Attack
201006274,Armed Attack
201006274, Arson/Firebombing
201006999,Armed Attack
201006999, Assault
201006999, Kidnapping
201007097,Arson/Firebombing
201006155,Armed Attack
201005864,Bombing
201005856,Bombing
201006364,Armed Attack
201006383,Assault
201006777,Bombing
201006775,Bombing
201005869,Bombing
201007437,Bombing
201006700,Bombing
201006708,Bombing
201006778,Armed Attack
201006778, Kidnapping
201007642,Armed Attack
201006964,Armed Attack
201007049,Armed Attack
201008408,Arson/Firebombing
201006731,Armed Attack
201006511,Bombing
201006727,Bombing
201006727, Suicide
201006774,Bombing
201006774, Suicide
201006802,Armed Attack
201005868,Armed Attack
201006381,Assault
201006375,Assault
201007237,Assault
201009619,Kidnapping
201006819,Bombing
201006983,Bombing
201006015,Bombing
201006001,Bombing
201006711,Bombing
201006701,Bombing
201007109,Bombing
201006523,Bombing
201006524,Bombing
201006524, Near Miss/Non Attack Incident
201005999,Armed Attack
201006702,Armed Attack
201006783,Arson/Firebombing
201006005,Armed Attack
201006004,Armed Attack
201006984,Armed Attack
201007028,Armed Attack
201007048,Assault
201006788,Unknown
201007051,Unknown
201007045,Kidnapping
201009582,Unknown
201006950,Bombing
201007400,Armed Attack
201007400, Assault
201007400, Barricade/Hostage
201007400, Bombing
201006791,Bombing
201006107,Bombing
201006114,Bombing
201006119,Bombing
201006108,Bombing
201006705,Bombing
201006744,Bombing
201006112,Bombing
201006112, Near Miss/Non Attack Incident
201006112, Suicide
201006832,Armed Attack
201006796,Armed Attack
201006789,Armed Attack
201006115,Armed Attack
201006703,Armed Attack
201006604,Armed Attack
201007153,Armed Attack
201006118,Armed Attack
201006714,Bombing
201006113,Armed Attack
201006817,Unknown
201007238,Kidnapping
201006196,Bombing
201006956,Bombing
201007336,Bombing
201006818,Bombing
201007261,Bombing
201006797,Bombing
201006165,Bombing
201006160,Bombing
201006164,Bombing
201006161,Bombing
201006161, Suicide
201006162,Bombing
201006162, Suicide
201006720,Bombing
201006718,Bombing
201006704,Armed Attack
201006799,Armed Attack
201007471,Armed Attack
201006194,Armed Attack
201006209,Armed Attack
201006933,Armed Attack
201006166,Armed Attack
201006167,Armed Attack
201006419,Bombing
201006419, Suicide
201006208,Bombing
201007044,Bombing
